,name,date,score,comment
1805,choi ji-hun,17/05/2019,5, 좋아요 재미있고 근처 업무이동 시 유용합니다.
1833,Wonbae Yoon,17/05/2019,5, 편리해요
1981,MyungKuk Lim,17/05/2019,5, 고고씽 씽씽 킥고잉 중 원탑은 킥고잉인듯.. 다른건 언덕도 못오르고 할인해도 탈수있는게 한정적임 (고장&배터리)
1987,채승우,17/05/2019,5, 개꿀입니다!!
1993,찐튭 JinTube,17/05/2019,5, 꿀잼 !!
2001,윤희겸,17/05/2019,5, 재밌네요
2004,LOVE FHL,17/05/2019,5, 너무 편합니다
2005,조경수,17/05/2019,5, 쪼아요
2008,최호완,17/05/2019,5, 조아용
2009,김효준,17/05/2019,5, 재밌더라고요
2019,조정환,17/05/2019,5, 편리한서비스 네요
2035,샨도,17/05/2019,5, 좋네
2042,야참인성,17/05/2019,5, 좋아요!
2048,김규복,17/05/2019,5, 편리합니다.
2053,윤상빈,17/05/2019,5, 아주굿
2054,신동훈,17/05/2019,5, 짱 좋음
2060,두낫,17/05/2019,5, 난 좋아
2070,전준형,17/05/2019,5, 최고입니다
2073,봉제민,17/05/2019,5, 출퇴근최고
2088,오희태,17/05/2019,5, 편한~
2093,하헌욱,17/05/2019,5, 좋네요
2105,faraday philips,17/05/2019,5, 완벽
2110,손미영,17/05/2019,5, 즐거워요
2113,이건우,17/05/2019,5, 굿
2118,JIHYUN KIM,17/05/2019,5, 좋아요
2124,정재호,17/05/2019,5, 좋아요
735,C VB,18/05/2019,1, 요즘 연동도 잘 안되고 가격도 비싸고...
915,하루하루행복하게,18/05/2019,1, 가입하려고 핸드폰인증하면 멈춥니다
175,이후민,18/05/2019,3," 전동킥보드 정말 좋은데 앱이 너무 불안정하네요. 킥고잉 타려고 약간 멀어도 걸어가서 빌릴려고 보면 연결 오류로 대여 실패되는데 그 빈도수가 너무 많아요. 거의 2번중 1번은 그런거같네요. 저번에 킥보드 3개있길래 3개 qr코드 찍었더니 다 안되다가 다시 한번씩 더 찍어서 하나 빌린적도 있어요. gps가 정확하지 않아서 조금 차이로 1층,2층인 곳들은 찾기 어렵고요. 그래도 재밌고 빠르게 탈 수 있어서 정말 좋아요. 오늘 이용하는데 중간에 브레이크 고장난거 한개 스위치 고장난거 한개로 3개째 이용중임 같이탄 사람은 이유없이 끊긴거 한...전체 리뷰전동킥보드 정말 좋은데 앱이 너무 불안정하네요. 킥고잉 타려고 약간 멀어도 걸어가서 빌릴려고 보면 연결 오류로 대여 실패되는데 그 빈도수가 너무 많아요. 거의 2번중 1번은 그런거같네요. 저번에 킥보드 3개있길래 3개 qr코드 찍었더니 다 안되다가 다시 한번씩 더 찍어서 하나 빌린적도 있어요. gps가 정확하지 않아서 조금 차이로 1층,2층인 곳들은 찾기 어렵고요. 그래도 재밌고 빠르게 탈 수 있어서 정말 좋아요. 오늘 이용하는데 중간에 브레이크 고장난거 한개 스위치 고장난거 한개로 3개째 이용중임 같이탄 사람은 이유없이 끊긴거 한번 블루투스 끊긴거 한번"
404,재명,18/05/2019,3," 좋은데 사용시간이랑 장소가 너무 제한적이고, 앱에서 GPS 찍힌데로 가도 없는 경우가 너무 많아요. GPS 안뜨는 곳에도 주차돼있고 지도에 오류가 많은 것 같아요."
505,재경,18/05/2019,3, 엑셀 고장이 은근히 많고 남들이 타다가 지역벗어서 세워놓은거 타면 타자마자 삑삑거리고 속도도 느려서 가능지역으로 이동하는게 불편해요
563,한경희,18/05/2019,3, 두번째 이용인데 요금이 적응 안 되네요. 8분이용에 1300원 나왔어요. 후덜덜
1189,Sumin Cho,18/05/2019,3, 너무 재밋는데 얼마 없고 찾기가 힘드네요
1541,최지연,18/05/2019,3, 결제더편히되면좋겠다
53,홍세화,18/05/2019,4, 킥고잉이 있다고 나오는 위치에 가보니 찾을수가없었는데 어떤 비양심적인 사람들이 모텔 주차장 구석에 숨겨놨더라고요. 다른어플은 ring버튼이 있어서 어디있는지 소리로 알려주는게 있던데 킥고잉도 주변에 있으면 소리가 나서 위치를 알려줄수 있었으면좋겠어요
72,황병준,18/05/2019,4, 다른애들에 비해 조금 비싸긴한데 킥보드 수도 많고 배터리도 충전이 잘 되어있네요. 관리가 다른애들에 비해서 훨씬 나은 것 같아요. 서울에서 근거리 이용할때 진짜 편하게 잘 이용중입니다 :)
113,서수연,18/05/2019,4, 오늘 처음 탔습니다^^~ 강남이라 유료 전동킥보드들이 많은데 그중 킥고잉이 제일 많이 있어서 애용할것 같아요 출근길이 즐거워지네요ㅎ 가속이 너무 잘되서 몇번 놀랐어요ㅜㅠ 살살 타세요^^;;~~안전운전ㅎ
138,김민준,18/05/2019,4, 편하고 좋아요 다른 킥보드들에 비해 수도 많은거 같고 눈에 잘 띄네요. 이용시간이 밤에는 안되는거 같은데 이용시간을 늘려주시면 어떨까 하네요!
156,자유인,18/05/2019,4, 잘 이용하고 있어요. 근데 이용시간이 좀 늘었으면 좋겠네요. 앞으로 더욱 발전하는 킥고잉 되었으면 합니다.~~^^
178,이지윤,18/05/2019,4, 전체적으로는 만족스럽습니다. 퀵보드 자체가 작은 편이라 고고씽이랑 비교했을때 가벼워서 좋은 대신 안정감은 덜합니다.
179,Seung Jin Lee,18/05/2019,4, 킥고잉은 이용가능시간이 다른 회사에 비해 짧고 가격이 조금 더 높은 점이 아쉬우나 다른회사보다 킥보드가 훨씬 많아서 타기 쉬운게 장점입니다. 현재로선 저에겐 가장 맞는 서비스라 만족스럽너요.
234,연우의하루,18/05/2019,4, 서울도심을 편리하게 이동하는 킥고잉.. 강남.역삼.논현.반포.삼성동 어디든지 택시안타고 빠르고 재밌게 이동할수있어서 자주이용합니다!!
256,Igloo56 Igloo56,18/05/2019,4, 서비스 잘 이용하고 있습니다 간편하고 편리한 이동 수단입니다 조심히만 탄다면 더운 여름에 특히나 제 생활에 도움이 될 것 같네요 화이팅하세요~
262,최경현,18/05/2019,4, 코엑스 놀러왓다가 한시간 타봣는데 전철역 2정거장 정도면 훨씬 빠르고 싸네요. 재미도 있고요. 단 사람많은 길은 타지를 못합니다. 굳
459,한진마로,18/05/2019,4, 가끔 이용자가 많아서 한곳에 몰려있는 경우도 있지만 유용하게 잘이용하고 있습니다~
501,Jay Ryu,18/05/2019,4," 근거리 갈때 지하철 안의 답답함없이, 버스 택시의 길막힘없이 바람을 맞으며 신나게 이동이 가능해요!"
618,랄규,18/05/2019,4, 다른 보드보다 출력이 좋아요 ㅎ 배터리 방전된문제를 빨리해결할수 있으면 좋겠네요
641,이승현,18/05/2019,4, 안되는 보드나 위치가 잘 안맞는 경우도 있지만 전반적으론 좋습니다.
658,김준디,18/05/2019,4, 좋음 허나 전동퀵보드 위치 동기화가 무~지 않됨 거의 100퍼 그 자리에 없다고 봄 포켓몬스터 찾는건 줄
662,SWK PA,18/05/2019,4, 강남지역에는 빼곡히 있어서 좋네요. 얼른 지역확장 됐으면 좋겠어요!
770,SeungHwan Lee,18/05/2019,4, 좋으네요 진행 가능한 길이나 지역이 좀더 넓었으면 더 좋을거 같습니다
822,김영관,18/05/2019,4, 신논현역에서 언주역까지 6분 걸리네요 너무편합니다 여기가 젤 많아요
829,jungwon son,18/05/2019,4," 사전예약도 단기시간이라도 되면 좋겠어요, 막상가면 없어서 불편"
1150,사전잡학,18/05/2019,4, 빠름 애매한거리가기좋음 가격좀만내렸음 좋겠네요 ㅠㅠ
1190,이준엽,18/05/2019,4, 너무 좋은데 밤에 이용 못하는게 아쉬워요
1199,Yeong Noh Lee,18/05/2019,4, 가끔 재미나게 가까운거리 가기 좋아요^^
1200,김동수,18/05/2019,4, 출근시간에 사용하는데 좋네요
1243,bo volie,18/05/2019,4, 킥보드 자체가 지빌리티와 비교했을때 편하고 속도도 잘나와서 좋음. 예약시스템이나 누가 여기에 바이크를 놓을 예정이다 이런게 있으면 더 편하게 사용할듯.
1281,Kukhyun Kim,18/05/2019,4, 급할 때 편리하네요!
1290,이주강,18/05/2019,4, 서스펜션만 잘 달아주면 만점!!!
1967,송치형,18/05/2019,4, 비싸졌어요ㅠ
1970,금재민,18/05/2019,4, 굳이네요
2006,Joohee Han,18/05/2019,4, 조아요ㅎㅎ
2111,yong park,18/05/2019,4, 굿
2129,moong,18/05/2019,4, 좋아요오
45,록키최강,18/05/2019,5, 너무 편리하게 사용 하고 있습니다. 가끔 자기것인양 건물 안에다 숨겨 놓는 경우가 있는데 그런 사람들 패널티 있으면 좋겠어요. 앞으로 다른지역도 많인지면 좋겠네요.
134,CM Lee,18/05/2019,5, 킥고잉과 함께라면 이세상의 지각은 사라집니다. 수업갈때 조금 늦을듯하면 항상 이용하는데 정말 편리해요. 이제 여름이 되면 걸어다니기 너무 더워서 더 자주 이용할것같아용.
184,강형래,18/05/2019,5, 전동킥보드가 사고싶었었는데 이런 시스템이 있다는것을접하고 사용해봤습니다. 구역은 한정되있지만 여자친구와 새로운데이트를 할수있었습니다. 자주이용할게요
229,김필교,18/05/2019,5, 회사 근처에서 은행갈때 유용하게 썼어요! 송파쪽으로 조금 더 확장되면 출퇴근 용으로도 쓰려구요! 좋아요!
251,Junyeon Kim,18/05/2019,5, 출퇴근이 애매한 거리에 있어서 택시를 자주탔는데 아주 편하고 저렴하게 잘이동하고있어요~! 타 앱들보다 킥보드 대수는 압도적으로 많은게 장점이네요 ㅎㅎ
278,한덕호,18/05/2019,5, 근거리 이동시 매우 좋습니다. 위치도 정확하게 나오고 사용하기도 편리합니다.
284,kim henry,18/05/2019,5," 강남에서 이용하는데, 택시타고 갈 거리를 킥고잉으로 이용해보니 너무 좋네요. 타고 다니는거 좋아하는 제 입장에선 놀러가듯이 다니는 맛이 너무 매력적입니다. 더 많이 활성화되면 좋겠어요."
297,HG Kim,18/05/2019,5, 일단 킥보드 수가 많아서 어디서든 쉽게 찾을 수 있다는점이 좋고 타사와 비교해보면 탑승감이 좋아요 부드러워요 비교하자면 타사는 팥빙수 먹는느낌이고 킥고잉은 소프트콘 먹는느낌ㅎㅎㅎ
327,전현웅,18/05/2019,5, 진짜 참신하고 좋은 앱입니다... 따릉이도 좋다고생각했는데 우리나라이렇게 언덕 많은 동네에선 자전거 쉽지않죠.. 정말편하고 좋아요 감사합니다
341,김기용,18/05/2019,5, 타브랜드에 비해 가격은 높은 편이지만 그 외 모든 서비스가 만족스럽기 때문에 제 값을 한다고 생각합니다 ㅎㅎㅎ
371,김성재,18/05/2019,5, 친절하고 편리하게 되어있는 앱 시스템이 너무 좋았고 킥보드 승차감도 굉장히 좋습니다. 언덕도 쉽게 잘오르네요 ㅎㅎ
382,Kwon Hoein,18/05/2019,5, 완벽한 서비스. 다른 전동킥보드사보다 섬세하게 서비스를 기획한게 느껴진다. 계속해서 발전해주길!! 화이팅
407,SeongHee Baek,18/05/2019,5, 지하철역 한두정거장 거리를 이용하기엔 아주좋음. GPS정확도를 좀 더 개선했으면 좋겠다.
414,조재원,18/05/2019,5, 이거 하나로 출퇴근하며 또는 그냥 울적할때 기분전환할 수 있네요...가격도 비싸지않고 너무 좋아요ㅎㅎ
415,황혜민,18/05/2019,5, 너무편하고 생각보다 속도도 빠르고 부드럽게 이동해요! 최고인거같아요 자주 이용하려고요ㅎㅎ
422,윤희재,18/05/2019,5, 너무 재밌고 편해요ㅋㅋ출퇴근 시간외에도 자주이용하고 있습니다! 서비스지역이 조금더넓어지면 좋겠어용
423,Jong Hoo Bae,18/05/2019,5, 가까운 거리를 이동할 때 좋은 교통 수단인 것 같습니다 :) 어플도 간편하고 좋네요 흥하세요
436,Hwaeun Jeong,18/05/2019,5, 구석구석 다닐 수 있고 언덕도 금방 올라갈 수 있어요 ㅋㅋb 근데 구역이 좀 한정적이고 수가 적어서 잡아타기 힘든 겅 있어여 그래도 좋습니다
458,TV와꾸,18/05/2019,5, 잘 사용하고 있습니다~ 시간대만 조금 더 늘려 주시면 좋을 것 같아요!
522,신환호,18/05/2019,5, 진짜로 엄청편합니다. 대수도많아서 쉽게이용가능하고 애매한거리갈때 택시타는것보다 훨씬좋네요
531,김주석,18/05/2019,5, 지하철이나 버스타기 애매할때 타고다니기 좋아요~ 전동이라 힘도 안들고 진짜 재밌어요!
571,LOL트,18/05/2019,5, 앱 디자인도 이쁘고 이용가능 대수와 분포도 항상 적당해서 가장 자주 찾는 서비스입니다.
582,임희상의 개,18/05/2019,5, 너무 좋아요 어딜 가도 항상 있구 10분쿠폰 남들은 부족하다고 생각 할 수도 있는데 저는 10분이면 충분히 쓰고 남는 시간이거든요 경제적으로나 시간절약이나 전동킥보드 쓰는거 너무 좋은거같아요<U+0001F44D><U+0001F44D>
588,WANSEOP KIM,18/05/2019,5, 좋은 서비스를 서울에서만 쓸수 있어 아쉬워요. 여기저기서 킥고잉 할수있게 해주세요!
628,진성욱,18/05/2019,5, 씽씽 고고씽이라는 어플도 많이 나왔지만 퀵보드 갯수는 킥고잉이 더 많아서 편리한것 같습니다~
646,Anna Lee,18/05/2019,5, 너무좋아요! 가까운거리 이동할때 짱! 길거리서 두리번대며 킥보드찾게되네요
668,유재은,18/05/2019,5, 이런 어플을 왜 이제야 알았을까요..ㅎ
669,김효진,18/05/2019,5, 처음타봤는데 사용법두 쉽구좋아요ㅋㅋ 친구들과 타는데 시간가는줄몰랐네여택시보다좋아여ㅋ
682,Donghoon Choi,18/05/2019,5, 우연히 처음 이용했는데 앞으로 자주 이용할거같아요.
699,정세희,18/05/2019,5, 사용범위가 더늘어나서 더많이이용할수있으면 좋을것같아요ㅎㅎ
703,송정목,18/05/2019,5, 너무 편하고 좋아요. 서비스 지역도 제일 넓구요.
724,Richard Tony,18/05/2019,5, 아듀 편리하고 빠르고 재밌는데 싸기까지 함 ㅇㅈ? ㅇㅈ
725,stst,18/05/2019,5, 홍대 부근에서 사용하는데 안전만 좀 주의해주면 엄청 편한 이동수단이에요!
765,박광현,18/05/2019,5, 매일 매일 여자친구와 즐거운 시간 보내고 있습니다
808,Ro이동하,18/05/2019,5, 너무 좋아요 탈 수 있는 범위를 늘려주세요!
827,최재완,18/05/2019,5, 신사역에서 강남역으로 자주이용하고 있다 막히는길을 뚫어주는 킥고잉
834,하형진,18/05/2019,5, 정말 처음이용해봤는데 엄청편하고 이것은 진짜 신세계입니다 강추합니다
847,변유준,18/05/2019,5, 다른 씽씽이보다 어플이 안정감있고 좋아요!
857,박성민,18/05/2019,5, 집주변에 늘 충전잘된상태로있어서 너무 편하게 이용중입니댜!
873,양혜리,18/05/2019,5, 아침마다 이용하는데 넘 편한것같아요!!굳굳
879,SeongHoon YOO,18/05/2019,5, 우선 주변에 많고 세련되게 생김 힙한 느낌 허세있는 자로서 맘에 듦
894,ye핫둘핫둘,18/05/2019,5, 와 ... 짱재밌어요ㅠ 응근 운동되요 ㅋㅋㅋ 재밌어재밌어 ㅋㅋ 짱짱
920,운동전문가정운경,18/05/2019,5, 가끔 지치거나 걷기귀찮고 환승시간 지날때 이용하기좋아요 ㅎㅎ
978,soulee__h _,18/05/2019,5, 애매한 거리 이동하기 너무 재밌고 편해요!! 짱짱
1007,김마틴,18/05/2019,5, 3사 중에서 출력이 가장 좋고 가용대수가 가장 많음
1025,김문희,18/05/2019,5, 제품을 사기에는 비싸고 타고싶퍼는데 너무재미 있네요
1032,강건,18/05/2019,5, 진짜 아침마다 출근 늦었을 때 타면 짱짱!!
1038,최병규,18/05/2019,5, 친구가 해줘서 잠깐 타봤는데 좋네요!!
1063,목가현,18/05/2019,5, 걸어가기 애매한 거리 타는게.너무 즐겁고 재밌아요
1074,우기문,18/05/2019,5, 킥보드 대수도 많아서 좋은거같아요!
1088,김태철,18/05/2019,5, 타기편해서 유용하네요 자주자주 이용하겟습니다
1129,Livia Chung,18/05/2019,5, 사용하기 편리하고 좋아요
1152,김태용,18/05/2019,5, 매일아침 회사가는길이 즐겁네요
1160,Jinsan Lee,18/05/2019,5, 빠르고좋은데 가끔 못찾을때도있음 근데 좋음
1231,김제언,18/05/2019,5, 숨겨놓는사람 신고하면 리워드 돌려주는거 좋을듯합네당
1239,ㅇㅈㅅ,18/05/2019,5, 제일 좋아요 전동킥보드 어플들 중에서
1250,Hayoung Song,18/05/2019,5, 좋습니다 감사합니다.
1251,김세호,18/05/2019,5, 택시비 아끼기에 너무 좋습니다 !
1306,홍원상,18/05/2019,5, 최고의공유서비스입니다 강추강추
1320,Ki Young Kim,18/05/2019,5, 가끔 바쁠때 타면 굳입니다요.
1321,KIBUM LEE,18/05/2019,5, 한번 써보고 싶어서 등록했어요
1331,김선유,18/05/2019,5, 비싸지만 짧은거리 타기에 좋음
1335,김한비,18/05/2019,5, 아주 편리합니다 차 많을때 특히
1336,Boaz J. LEE,18/05/2019,5, 정말편하고 좋습니다^^
1337,이길형,18/05/2019,5, 정말출근길에 최고네요!
1338,MH B,18/05/2019,5, 출퇴근때 너무편해요 최고!!
1359,이승현,18/05/2019,5, 잘 쓰고 있습니다 급할때 좋음
1360,임꺽정,18/05/2019,5, 서비스지역도 제일 넓고 좋아요
1374,전영선,18/05/2019,5, 킥 고잉 좋아요~~~♡
1375,안진희,18/05/2019,5, 가까운거리 이동할때 짱죠아여
1376,uisoo Hwang,18/05/2019,5, 너무 편하고 좋아요
1388,P_ark. s_hund,18/05/2019,5, 잘타고있어요~편하네요
1413,J.H. R,18/05/2019,5, 편하고 빠르게이용했습니다
1419,으엉앜,18/05/2019,5, 맨날 이것만 타고 다녀요
1420,DENNY KIM,18/05/2019,5, 정말편하고 좋네요
1452,안수혁,18/05/2019,5, 출근길에 진짜 좋아요
1506,김동진,18/05/2019,5, 종종 유용합니다.
1512,김규미,18/05/2019,5, 타사 전동킥보드도 사용해봤는데 킥고잉이 갯수도 많고 무엇보다도 대체로 브레이크가 스무스해서 좋아요
1515,이지훈,18/05/2019,5, 단거리 이용에 적합
1521,Jaeik Jung,18/05/2019,5, 정말 재밌어요~~
1537,오승준,18/05/2019,5, 편리합니다 굿!
1553,안영호,18/05/2019,5, 확실히 급할때 최고
1572,백승수,18/05/2019,5, 너무재밌고 편해요
1599,김덤보태희블리,18/05/2019,5, 리얼넘조음추천드림
1604,김성수,18/05/2019,5, 너무 좋아요
1630,럽띵,18/05/2019,5, 너무좋아요~
1632,인생만들기,18/05/2019,5, 완전 좋아요
1639,송정훈,18/05/2019,5, 너무 재밌어요
1654,윤지영,18/05/2019,5, 매우좋아요
1659,우태원,18/05/2019,5, 너무편해요
1675,흐수흐수,18/05/2019,5, 좋아요 빠르고
1762,bia lee,18/05/2019,5, 정말이지 너무너무 편하고 좋아요ㅠㅠ 오르막길 올라갈때 쾌감 장난아니구요 힘 하나 안들이고 좋은 서비스 이용해서 너무 감사합니다♥
1821,Juwon Park,18/05/2019,5, 지각을 덜하게 됐어요!
1830,변진영,18/05/2019,5, 너무 좋아요!
1831,원중김,18/05/2019,5, 매우 편하고 좋음
1968,임승현,18/05/2019,5, 편하고빨라요
1969,신동호,18/05/2019,5, 재밎어요
1971,춤추는소주병,18/05/2019,5, 굳입니다
1972,크레익,18/05/2019,5, ☆☆☆☆☆☆☆☆☆
1973,김보현,18/05/2019,5, 좋아여
1974,사멸,18/05/2019,5, 재밌어요
1976,sisqo nas,18/05/2019,5, 굿
1977,김강호,18/05/2019,5, 굿굿
2109,나진희,18/05/2019,5, 좋아요
2112,박예찬,18/05/2019,5, 편리함
538,서예림,19/05/2019,3, 전동 킥보드를 이용해 볼 수 있어 좋아요ㅎㅎ 그런데 생각보다 요금이 비싸고 서비스 범위가 좁아요
729,Han Arcri,19/05/2019,3," 강남에 언덕길이 너무많은데, 등판력좀 올려주세요"
101,양희경,19/05/2019,4, 타기 쉽고 빠르게 이동할 수 있어 좋습니다. 가끔 킥고잉을 찾으러 갈 때 위치가 실제위치와 다를 때가 있어 불편할 때가 있습니다. 또 주변 건물들이 실제와 다를 때가 종종 있었습니다. 이를 제외하고는 편하게 이용하고 있습니다.
152,이루루,19/05/2019,4, 좋아요!!! 출퇴근길에 가끔씩 잘타고다니고 있습니다~ 근데 좀 비싸요! 기본이 5분이아니고 10분이었으면! 신호등 자꾸걸려서 5분이상 나오거든요!
433,Aug rabbit,19/05/2019,4, 이동이 확실히 편리해짐 사람이 많은 시간대나 장소에서는 유의할 필요가 있음
813,박재윤,19/05/2019,4, 딱 한번 써봤는데 가까운데 또 버스타고 가긴 좀 그럴때 좋은거 같아요
965,이성희,19/05/2019,4, 핸들에 유격이 있는 제품이 간혹 있으나 좋아요
1009,신유정,19/05/2019,4, 다 조은데 GPS위치 좀 제대로 명확히 하고 지도 업데이트 좀 했으면 좋겠어여
1280,한보일,19/05/2019,4, 아직 사용해보진 않았지만 기대되요!!
146,Seunghyun Lee,19/05/2019,5, 킥고잉. 생활의 가치를 더하는 최고의 아이템!! 너무 잘 쓰고 있어요~!! 킥고잉 짱좋아~~
238,김유정,19/05/2019,5, 너무 재미있어요!처음엔 조금 겁이 났는데 몇 번 타니 적응되어서 중독 되었어요.일하다가도 퀵고잉 생각나요.ㅎㅎ
289,Reggie Kang,19/05/2019,5, 상암에서 사용중입니다 지하철 역과 업무지구가 멀어서 매번 버스환승을 하거나 걸어가는데 킥고잉으로 재미나게 출퇴근 합니다 ㅎㅎ
314,김지환,19/05/2019,5, 속도도 생각보다 빠르고 사용할 때도 그냥 앱켜서 QR코드만 찍으면 되는 방식이라 너무 편합니다!!
513,신은정,19/05/2019,5, 처음타보는건데 잼있을거같아요 이렇게 쉽고빠르게빌리는거에 엄청만족합니다
523,임일랑,19/05/2019,5, 솔직히 관리 제일 잘되는거같다 다른 업체들은 처음에만 엄청 깔아놓고 관리 전혀안됨
738,YoonJung Jang,19/05/2019,5, 이제 킥고잉이 없던 때로 돌아갈 수 없어요!!!
780,이승민,19/05/2019,5, 필요할때마다 잘 이용하고있어요~
881,고맘,19/05/2019,5, 강추합니다!! 쿠폰도 이용도 쉬워요
1437,조영삼,19/05/2019,5, 정말 편리합니다!
1975,김도성,19/05/2019,5, 굿
1157,박정실,21/05/2019,3, 사용중에 블루투스 계속 끊겨서 10분동안 3번 결제함. 나중에 한건 취소해줌
911,배광훈,22/05/2019,3, 다른 공유퀵보드 중에 성능이 좋으나 가격이 비싼게 아쉬움...
282,사랑해.,23/05/2019,1, 10만달성 이벤트에서 리뷰쓰는 건 눌러지고 이벤트 참여링크는 안눌러집니다. 완전 양아치네요.(업데이트문제 아님) 다른글 보니까 고객센터도 답도 안해주고 완전 엉망이던데 어차피 이글도 안보겠지. 길게 갈 생각은 없는 서비스인듯.
966,sosal,23/05/2019,1, 다른사람 못타게 훔쳐놓은거 신고기능 업뎃안하면 구글아이디 가지고있는거 다 동원해서 무조건 0점임 3개째 찾다가 시간 다날렸네
1367,Pablo S.,23/05/2019,1, 가입할라는데 본인인증에서 다음단계로안넘어가요
192,보토끼,23/05/2019,5, 진짜 최고에요ㅠㅠ 나만타고싶음 그치만 이용자많이많이 늘어서 전동킥보드도 더 마니마니 가져다놨으면 좋겠어요 ㅎㅎㅎ 그리구 새벽에도 운행되면 너무 좋을것같아요ㅠㅠ
1965,Eunhye Kim,24/05/2019,5, 잘타고다녀요
401,Do-Yeon Jo,25/05/2019,1, 사용가능지역 확인을 잘 해주세요 이번에 처음 사용했는데 사용가능지역 외부에 주차가 되어있는걸 모르고 그냥 사용했는데 사용가능지역 외부에 주차가 되어있으면 대여 전에 미리 확인이라도 해야하는거 아닌가요? 초록색 영역 안에 있어서 그 안에서만 타면 되는줄알았는데 타자마자 지역 이탈했다고 삑삑거리고 느려지고 그럴거면 아예 대여가 안되게 하던가 해야지 괜히 돈만 날리게만들고 진짜 기분나쁘네요 첫 사용자한테 너무 불친절한 UX입니다
1093,A아쿠,25/05/2019,1, 주변에없는경우가많음. 이용할수잇는시간대가 너무적음
745,양준,25/05/2019,5, 최고에요 최고 더 많은 이벤트를 주세요 사랑해요♡
1268,윤요한,26/05/2019,1, 지도상으로는 이용지역이맞는데 계속부저 울리고 속도안나고 천원 그냥 날렸네요
984,트래블러TV,26/05/2019,3, 있으면 편한데 거의 본 적이 없음 물량좀 늘리는게...
1236,김태곤,27/05/2019,3, 대구 사용 불가인가요?
785,OLIVIA LEE,28/05/2019,1," 세 대를 시도했는데 두대는 연결 실패, 한대는 잠금해제 중만 한참 뜨다가 실패...시도하다가 점심시간 다 갔네요"
365,개다키,29/05/2019,3, 킥고잉 있다는 위치 찾아가면 없어요 위치가 잠금 빌라안쪽이거나 건물내부나 그런데로 지피에스찍히는데 이건이용고객문제인가요? 탈수만있다면 편하고 좋은데 일단 지피에스에 찍힌 위치로 가면 없어요 찾을 수 없어요 사혼의 킥보드조각수준이에요 그냥걸어가다는 은근보였던거같은데 지피에스엔 왜 안뜰까요
210,남석호,30/05/2019,4, 정말 근거리 출퇴근이나 잠깐 번화가 나갈때 최고의 교통수단인거 같네요 쿠폰도 지급되니 편하게 다니고있습니다. 다만 기본료가 높은점과 기본 5분을 다쓰지 않으면 적립해주는 식으로 바꾸는게 낫지않을까싶네요 기본료가 쎄다보니 자주이용하고싶어도 손이 안갈때가있어요..
1780,이종준,30/05/2019,5, 차로가기애매한.거기에재미까지있어 자주이용하게되네요
1947,김윤혁,31/05/2019,1, 본인인증 하면 pass 앱으로 연결하는것같은데 여기서 선택할거 다해도 버튼 안눌림. 가입을 못하니 쓸수가잇나...ㅋㅋㅋㅋㅋ 이런일은 없게해야겟쥬
851,Park Sumin,31/05/2019,3, 오르막 오르기에는 힘이 부족함 끌고 다녀야됨 성인 남성 기준.
1582,정호진,01/06/2019,1, 가입이 안되요
1948,김성우,01/06/2019,1, 휴대폰인증 확인절차이후 화면이 안넘어갑니다. 아~~ 어쩌란말이이냐..
1962,현태선,01/06/2019,1, ㅣㅇㄹㅈ잉
1963,령령,01/06/2019,2, 왜가입이안됨;;
941,Coreano Myoung,02/06/2019,1, 다른사람들처럼 저도 가입이안되네요 sk앱패스에서 안넘어가짐
1221,박우진,02/06/2019,1, 가입진행이안되네요..
1450,Anthony Choi,02/06/2019,1, 신규가입 본인인증시 오류해결해주세요
1942,Jung su Lee,02/06/2019,1, 라뷰를 보아하니. 5월31일 부터 가입이 문제가 있었군요. 몇번이나 했던지. 데이터 무제한도 아닌데 40M 가 되는걸 다운을 몇번했던가. 실망스럽군요.
1946,민회색,02/06/2019,1, 아니 깔았다지웠다몇번했는데 가입 본인인증이 안되나요 페이지가넘어가질않네
1183,이준석,02/06/2019,5, 너무 좋은데 이용시간좀 늘려주세요
82,문은희,03/06/2019,1, 회원가입을 해야하는데 핸드폰 인증에서 화면이 넘어가지 않습니다. 이용을 할 수가 없네요. 빠른 개선 부탁드립니다.
863,Kwon Sunghwan,03/06/2019,1, 신규 가입이 안됩니다. 이통사 인증에서 다음 화면으로 넘어가지 않네요..
925,안정수,03/06/2019,1, 인증화면에서 안넘어 가네요..어플이 제대로 작동을 안하네요^^
1041,인성,03/06/2019,1, 10-20회정도 절차를 거쳐도 가입이 안됩니다. 빨리 시정되야될것같습니다
1384,Minseok Park,03/06/2019,1, 가입하고픈데 본인인증에서 아무 것도 안되고 가만히있어요
1817,JooWon Lee,03/06/2019,1, 본인인증이 안됨 ㅎㅎㅎ
1950,내딸예은이,03/06/2019,1, 신규가입 휴대폰 인증에서 안넘어갑니다
1953,치문박,03/06/2019,1, 본인인증 화면이 왜 안넘어가나요?
1960,Jang Sun Woo,03/06/2019,1, 인증하면 넘어가질 않아서 바로바로삭제 쯧쯧
1294,지민깡,04/06/2019,1, 신규가입이 안됩니다!! 통신사 고르고 안넘어 가져요~
1490,Saenyeok SNK,04/06/2019,1, 회원가입인증이 안되네요.
1793,서브룩,04/06/2019,1, 대여 오류가 너무 많고 갑자가 끊어지고 결제 되버리는 경우가 너무 많음. 결정적으로 오류 너무 많음.
