,user_name,date,rating,thumbs_up,review_text
1714,N.U. Kang,2016년 12월 26일,3,1,이번 업데이트 후 avast 안티바이러스 앱에 따르면 멀웨어기능이 들어있다고 제거바란다고 나오는군요. 뭐 실수겠거니 하는데 그 이전엔 없었던문제라 참 이상함
1715,강재민,2016년 12월 14일,2,0,왜 15세부터인가요
1716,막호롤루룰루,2016년 12월 4일,1,0,재설치도해보고 했는데 지도들어가지면 에러뜨고 느려지고 폰이다이상해집니다 개선부탁드려요 제발
1717,mihyun kim,2016년 12월 4일,1,0,반납됐다고 문자도 안오고 추운데 언제까지 자전거앞에서 기다려야하는지!!!!!!!!!! ㅡㅡ
1718,이건태,2016년 12월 2일,1,0,아이디랑 비번찾기 되게 힘드네
1719,Ryu han-chung,2016년 12월 1일,1,0,주변 대여소 보려고 검색 실행하면 앱 다운됨. 위치기반 정보 요구하던데 근처  대여소 자동으로 뜨게 못함? 일일이 검색해야하고 그나마 검색하면 앱이 멈춤.
1720,김창중,2016년 11월 23일,1,0,로딩에 도대체 몇 분이 걸리는 겁니까... 대중 교통보다 낫다고 사람들에게 자랑하고 다녔고 출퇴근에도 쓰려고 했는데 도대체 로딩이 너무 느려서 쓸 수가 없네요.
1721,Jake cho,2016년 11월 20일,1,8,귀한 집회때문에 종각역일대 대여소 임시 폐쇄하는건 좋습니다. 근데 왜 앱내 대여소 정보에 표시를 안하나요? 덕분에 종각역 근처 집에 다 도착해서도 폐쇄대상 아닌 대여소 찾느라 진땀뺐습니다. 거기다 앱 내 지도는 위치기반 검색도 안되고 확대하면 지도가 표시 안되기까지 하네요. 기종은 갤럭시 s7입니다
1722,심지희,2016년 11월 20일,1,0,회원가입하다가 오류나서 다시 본인인증할려니까 이미있는 정보라서 회원가입이안됰데. 비회원으로살라니까 이것도 마친가지. 진심 육두문자 쌍욕이 육성으로 찰지게 튀어나옴. 한 30분은 그러고 있었나봄..... 와....... 거기다 홈피 .앱 두개다 오류 장난아님. 시에서 운영할거면 제대로 하시등지. 이건 뭐 시에서 만드는거라고 만들때 돈은 또 얼마나 받아드셨을거야???? 적어도 쓸수는 있게해놔야지. 팝업도 보니까 15년에 올린거던데. 아직도 아이폰이 사용자가 불편을 감수해야하는거면 관리안하는거임????  안드로이드도 제대로 안되는데 뭐....전체 리뷰
1723,예수천국,2016년 11월 18일,5,0,좋을것같아요.
1724,동공지진,2016년 11월 11일,3,0,너무 느려서 배터리 잡아먹을 정도.. 데이터없으면 못빌릴듯요 ㅋㅋ
1725,Min-kyu Kim,2016년 11월 11일,4,0,"웹뷰라서 그런지 로딩속도도 좀 느리고,  결제모듈 좀 어떻게 해주세요. 회원가입이랑 결제가 너무 버벅입니다. 차라리 간편한 카카오페이나 네이버페이 이용할 수 있게 해주면 좋을거 같아요. 이건 자전거얘긴데, 자전거에 휴대폰 거치대같은거나 네비게이션 같은거 쓸 수 있음 좋겠어요"
1726,인생은어려워,2016년 10월 31일,1,0,적은 인원이 쓰는 것도 아닌데 한번 만들때  제대로 만들고 신경좀써주세요ㅠㅠ 시에서 운영하는 건데 이렇게 퀄리티가 떨어지다니ㅠ잘부탁드립니다 조금 더 잘 이용할 수 있게 부탁드려요
1727,Jongho Park,2016년 10월 30일,1,0,지금탈라니까 앱은안되고 자전거통신오류라는데 이게뭐임
1728,전한솔,2016년 10월 29일,5,0,그런데 겨울에 따릉이 눈맞으면 다음해에 멀쩡히 쓸수있을까요..?? 눈오기전에 거치대를 좀더 보완해야할것같아요
1729,종표윤,2016년 10월 25일,5,0,좋아요
1730,오현성,2016년 10월 23일,1,0,연락도않오고과금처리하고해제했다며! 그리곤못쓴다! C 8 장난해!!!
1731,이정헌,2016년 10월 22일,5,0,1개월 5천원 핵꿀 잘 이용하고있습니다
1732,HYO-JI YOO,2016년 10월 22일,5,0,"따릉이 시스템도, 앱도 굉장히 유용하고 좋습니다♡"
1733,김수민,2016년 10월 20일,1,0,시간은 계속가는데 이렇게 추가되는 추가요금은 빨아먹고 어떻게반납하라는거죠?
1734,sienic777,2016년 10월 19일,5,0,잘쓰고있습니다
1735,sm Ha,2016년 10월 18일,1,0,뭐이따구로만들었어
1736,minea Lee,2016년 10월 15일,2,0,제발 업데이트해주세오 ㅠㅠㅠㅠㅠ
1737,bo ra,2016년 10월 15일,3,0,제발 업데이트해주세요 많이 쓸게요 ㅠㅠ제발
1738,jmyim54,2016년 10월 15일,2,0,외국인들을 위한 영어버젼을 만들어주세요
1739,김영현,2016년 10월 15일,1,0,최악
1740,SOOJEONG CHO,2016년 10월 15일,1,0,발기획ㅜㅜ
1741,츄시,2016년 10월 14일,4,0,배치소를 좀 늘렸으면 아주 좋을것 같아요
1742,Google 사용자,2016년 10월 14일,1,0,티머니에분명 잔액이 있는데도 잔액부족이라고뜨네요 최악중에최악입니다 계속했는데도 안돼요
1743,김민석,2016년 10월 12일,5,0,자전거도 좋고 가격도 싸서 좋아요
1744,Sangmoon Lee,2016년 10월 12일,5,0,관련 유투브 블로그 컴탠츠 제작하려 했는데... 결제도 외국인 관광객응 못하고.. 언어서비스도 없내요.. 추후
1745,song younghee,2016년 10월 8일,2,2,"따릉이 시스템은 좋은데  어플은 대여하는 기능외에 쓸모가없네요..  지역별 대여소 현황만검색되고 구간별 거리나 루트, 현재위치에서 가까운 대여소 찾기같은것좀.."
1746,al kim,2016년 10월 6일,5,0,"오늘 연신내부터 반포대교찍고 다시 홍제동으로 왔는데 대여소 찾을때 지도가 자꾸 깨져서 그게 좀 보기 힘들었어요. 지도에 근처 사진도 같이 올려주시면  찾기가 조금 더 수월 할 것 같아요.  그리고  고객센터 상담원님  이름이 생각이 안 나는데 제가 대여소 안 보인다고, 찾아달라고 했는데  정말 너무나 열심히 찾아주셔서 덕분에  잘 반납하고 왔습니다.  너무 너무 감사했어요.  전 따릉이 정~~~말 좋으네요.  감사해요.^^  참참,  그리고  아무래도 한강에서 타시는분들도 많은것 같은데 한강에 들어오고,나가는 입구에도 반납대를 만들...전체 리뷰"
1747,이미듬,2016년 10월 4일,5,0,Veryjood
1748,도너리,2016년 10월 3일,1,2,결제한후에 대여하려는데 네자리 암호가 기억이 나지않아 찾으려고 했더니 계정 암호로그인 하라네요  근데 그것마저 기억이 나지않아 로그인창에 자동입력된 암호붙혀넣기 하려고 복사했더니 갑자기 창이꺼지더니 그 이후로 로그인이 안됩니다 그냥 안되는것도 아니고 정보가 없다네요 아이디나 암호 찾으려해도 정보가 없다뜨고 비회원으로하려니 계정 소유자는 안된다고 뜨고 고객센터는 몇번을해도 안받고  도대체 어쩌라는건지 정말 끝내주는 서비스네요
1749,김효주,2016년 10월 3일,4,0,"가끔 학교-집까지 20km정도 타곤 하는데, 따릉이 어플에 있는 대여소 검색기능이 네이버지도랑 연동이 부족한 것 같습니다. 정기권을 끊으면 1시간마다 반납해야하는데 한강을 따라서 가다보면 중간중간 대여소가 부족하기도 하고, 대여소간 길안내 서비스가 부족하여 거의 30분에 한번씩 반납하지 않으면 대여소간 거리가 애매하여 한시간에 가까워 올때가 많습니다. 대여소-대여소를 찍어서 구간별 예상시간, 길안내 서비스를 제공하면 좋겠습니다. 그리고 네이버지도에서 따로 따릉이 정류소를 검색하는 기능이 너무 불편합니다. 예를 들어 반포 자전거 정류...전체 리뷰"
1750,김버디,2016년 10월 3일,3,1,몇 번 넘기다 보면 그냥 하얗게 변해버려요. 잠깐 렉먹은게 아니라 항상 이렇습니다. 세 번 정도 넘기면 지도에 동네가 보이는게 아니라 하얀게 넘겨보이는데 그럼 그 동네는 볼 수가 없어요. 이거 진짜 너무 불편합니다. 이거 안뜨게 하려면 엄청 축소시키고 봐야되는데 모르는 동네를 그런식으로 봐서 어떻게 자세히 알겠어요.. 두서 없는 리뷰긴 했지만 어쨌든 대여소 현황 오류 있는지 확인 좀 해주세요.
1751,Google 사용자,2016년 10월 1일,5,0,싸고 편리합니다
1752,iMax,2016년 10월 1일,1,0,열때마다 뜨는 공지사항은 짜증나고 자동로그인 체크 해놔도 로그인 안되고...
1753,청홍매실,2016년 9월 30일,1,0,가입이너무어려워요누구나이용불가능 화가납니다
1754,이태규,2016년 9월 27일,1,2,왜그런지 다들아시죠?잘썼다 다신쓸일없다
1755,강양기,2016년 9월 26일,1,0,단말기에 신용카드나 티머니 카드 대면 대여 되거나 반납할수 있게 절차 간단하게 요망. 노인들 따릉이 타고 싶어도 절차 어려워 못탐..탁상공론식 행정절차 지양함..
1756,Michael Nonran,2016년 9월 25일,1,1,좋은 아이템도 복잡한 절차와 비효율적인 결제시스템 느린 서버등 능력이 없는 사람들만 모아놓았나 보네요ㅡㅡ
1757,ek klm,2016년 9월 24일,2,0,회원 가입이 안되네10번도 더한거 같은데 계속 인증에 실패햇다고 나옴.. 짜증남
1758,조현준,2016년 9월 24일,1,0,내가 말이야 비회원으로 돈울 넣었어 아주 친절히게 설명서도 있어서 잘 보고했는데 왜 내천원은 날라가고 되질않니? 앙?
1759,김현솔,2016년 9월 22일,1,0,ㄹㅇ최악
1760,Google 사용자,2016년 9월 22일,5,0,헐
1761,Park진희,2016년 9월 20일,1,0,수업있는데 통신장애있다고 응답기다리는중이라고 계속 그래서 반납을오랫동안못했네요   시간은자꾸 가는데 콜센터 전화해도 연락준다더니 개늦게있다가 연락오고ㅡㅡ 결국수업늦었어옹
1762,Google 사용자,2016년 9월 19일,5,0,간편하고 저럼한가격
1763,나무피리,2016년 9월 19일,1,1,"회원, 비회원 이용 모두 다 왜이렇게 이용이 어렵나요??? 전반적인 서비스 개선이 필요해보입니다."
1764,공승건,2016년 9월 19일,1,0,하다가 튕기는 건 뭔가요 ㅡㅡ
1765,소축봉,2016년 9월 18일,4,0,굿
1766,김수환,2016년 9월 18일,3,0,외국어 지원도 되면 좋겠네요
1767,임현경,2016년 9월 18일,1,0,사용하기 불변합니다 개선부탁드려요
1768,Garim Lee,2016년 9월 17일,2,0,어디 타고 돌아다니려고 해도 대여소 현황 매뉴만 들어가면 강제다운되고 답답하네요. 거치대 위치를 알아야 타다가 대여를 마무리 할텐데요. 너무 불편합니다!!
1769,김뿌꾸,2016년 9월 11일,3,0,여태 잘 타다가 오늘 타려고 이용권 구매하려는네 결제서버와의 통신이 불안정하다고 신용카드 결제가 안 되는데 왜 이러나요
1770,Phillip Roh,2016년 9월 7일,2,0,앱은 너무 별로네요.  최신버전인데 버전안맞다고 안켜져요
1771,선초롱,2016년 9월 7일,1,0,인터넷사이트도먹통. 어플도먹통....
1772,신승호,2016년 9월 7일,3,0,정말 잘 쓰고있었는데 오늘 갑자기 app버젼 체크시 오류가 발생했습니다 라는 메시지와 함께 실행이 안되요 ㅜ 정기권 끊었는데 ...ㅜ
1773,연뿌뿌,2016년 9월 7일,1,0,제곧내 설명 필요 없음
1774,baical baical,2016년 9월 7일,1,0,하 진짜
1775,다냥김,2016년 9월 7일,3,0,어플실행하면 어플버전체크시 오류발생했다면서 안됨 ㅡㅡ 삭제해도 동일.....업데이트후이런거 아니에요??
1776,최지수,2016년 9월 4일,1,0,아니 자전거를 타게 할꺼면 이런 회원등록제를 외해놓냐구요 사람들이 까다로운 거 다등록하고 타야되자나요. 괜히 타러갔다가 헛걸음만 했네정말
1777,만다린웨버,2016년 9월 4일,2,40,느리고 검색이 잘 안되네요. 번호로 검색할지 정류장 명으로 검색할지 선택안하고 한번에 검색됐으면 좋겠어요. 대여할 자전거 선택한 후의 설명이 너무 훅 꺼져서 다시 볼 수 있는 방법을 못찾겠네요. 절차가 너무 복잡해요. 카드 미리 등록해놓고 대여할 때 결제 카드 선택 자전거 번호 선택만 하면 가져갈 수 있게끔 간단하면 좋을텐데요.
1778,신영식,2016년 9월 3일,1,0,하는일이 그렇지뭐 에휴
1779,이형호,2016년 9월 3일,1,1,"이거 인증하면서 날아온 문자만 6개 비회원이용 하기위해설명절차보면서 일일이 따라하는데 거의10분이상 걸림 원순씨이거이용하는데 도데체 업체가 몇개나 낀거야? 간단하게 버스카드쓰면안되? 아 뇌물바친업체껴줘야된다고? 알았어..이거 편하다고하는 사람은 머리에 총맞았거나 알바일 가능성 농후함  기획이란게 왜있는지""사용자 편의"" 라는 걸 고려하기나 했는지 모르겠다"
1780,뽀잉,2016년 9월 2일,1,0,15세 이하도 가입할수 있게해주세요
1781,Yo Hi,2016년 8월 30일,5,0,감사드립니당 무한감동8ㅅ8♡히트다히트
1782,윤hj,2016년 8월 30일,1,0,아이폰이안된다...ㅠ외국꺼라고취급안해줌...
1783,MY LOVELY CAT PORI,2016년 8월 29일,1,0,"따릉이랑 40분 싸우고도 대여못함.....왜때문이죠,,,,,. 네트워크 통신오류 패고싶다......"
1784,sunsik kim,2016년 8월 29일,4,0,결제할때 보안프로그램이 없으니까 좀 불안하네요;; 그것빼곤 문제삼을게 없는 시스템이라고 생각합니다. 대여소가 강북지역에 집중되어 있던데 강남지역에도 대여소가 확대되었으면 좋겠습니다
1785,신현호,2016년 8월 28일,5,0,요금제두 적당하고 이용하기 편합니다
1786,Wooju Jeong,2016년 8월 28일,2,0,아이폰도 잘되게 해주세요 히히
1787,astro mind,2016년 8월 27일,2,0,앱뿐만 아니라 대여소 시스템 자체부터 완성도가 낮은 부분들이 대여하는 과정에서부터 나타납니다. 가령 대여 과정에서 네트워크 문제로 오류시에 다시 시도하라고 하는데 바로 다시 시도하면 계속 대여카드 갖다 대라고만 하거나 단말기가 아에 아무 것도 안 합니다. 알고보니 3분 뒤에야 대여 과정의 정보가 초기화 되기 때문에 그 뒤에 해야 되더군요. 그리고 그 때는 대여하려던 자전거 말고 다른 자전거로 다시 하는 게 오류 가능성이 낮아집니다. 또한 처음에 QR코드로 대여소를 인식시키면 대여가 지원되지 않는 곳으로 응답하는데 대여소 번호로 인식...전체 리뷰
1788,정종현,2016년 8월 25일,1,0,문과생이 만든 어플인줄 ㅋㅋ
1789,김동훈,2016년 8월 24일,5,0,굿
1790,신혜진,2016년 8월 21일,2,4,진짜 너무 느려요ㅠㅠㅠ진짜 자주 이용하는데 공지사항 뜨는것만해도 너무 오래걸려요 공지사항 한번본것은 다신안보기 있으면 안될까요? 안그래도 느린데....로그인까지도 너무 오래걸려요. 쾌적한 시스템 부탁드려요. 이 앱만 정말 유독 로딩시간이 길어서 따릉이앞에서 오분이상은 기본입니다ㅠㅠㅠㅠㅠㅠㅠ
1791,ᄒ아히힛,2016년 8월 19일,4,0,"진짜진짜 좋아요! 다만 몇가지 추가하면 더 좋을것같아요(예산이 좀 많이 깨지겠지만ㅋ) 첫번째, 앱으로 대여시 구간을 지정하면 대여한단말기에 자전거 전용지도(네비게이션)이 떴으면좋겠습니다. 두번째, 단말기에 지도가 생긴다면 근처 대여소와 대여,반납 정보를 공유하게해서 좀더 편리하게 이용가능할수있게 하면 좋을것같습니다."
1792,Yeon Baek,2016년 8월 19일,2,2,"따릉이 쓰려다 앱 때문에 매번 번거롭네요. 맨날 공지 뜨고, 로긴도 매번 해줘야하고. 로딩 갑자기 안 되는 일도 빈번하고. 앱 개선 좀 해주세요."
1793,박근덕,2016년 8월 18일,1,0,요금이 일일권 24시간 1시간초과고 2시간초과 이게 무슨 말인지 전혀 이해가 전혀 되질 않음
1794,Ralph Han,2016년 8월 15일,4,0,복지국가에 사는기분입니다
1795,ju hun kim,2016년 8월 14일,1,0,앱이 다운이 되야 뭘하지...
1796,전다정,2016년 8월 12일,2,0,데이터 먹는.귀신이네요. 인터넷보다 더 나감..ㄷ
1797,곰닭탕,2016년 8월 9일,2,1,앞으로 스마트폰 쓸 날이 얼마 남지 않은 학생인데 카드등록을 하고 카드 찍어봤더니 안먹히네요. 스마트폰 앱하고 컴퓨터로 별짓 다해봤지만 안됨.. 어쩌라는건지 모르겠네요
1798,HyeonCheol Kim,2016년 8월 7일,3,67,앱의 활용도가 부족한거같습니다. 구간구간의 거리나 시간을 알수있는 기능이 좀 상세하게 나왔으면 좋겠습니다. 일일이 직접 주소를 입력해서 네이버지도로 검색하는거 말구 이 앱에서 할수있도록 만들어주세요.
1799,HyunWoo Chun,2016년 8월 4일,5,0,앱이 조금 수정이 필요하지만 이정도면 좋네요
1800,픈오,2016년 8월 2일,5,0,쩔어요
1801,Sanghyun Lim,2016년 8월 2일,3,0,매번 사용하는 자전거 정류장은 즐겨 찾기로 바로 검색해서 대여할 수 있게 해주세요.  할때마다 검색해야 하니 귀찮네요
1802,name -,2016년 8월 1일,1,0,한번결제하면 취소가 안됨 ㅎㅎㅎ...이무슨...
1803,라고뭐,2016년 7월 30일,1,0,앱댓글 처음씁니다..처음팝업좀 안뜨게..대여소현황좀 빠르게..개선해주세요 자전거이용시 불편합니다..
1804,홍성영홍성영,2016년 7월 29일,1,0,.
1805,정앤 민,2016년 7월 29일,3,0,앱이 너무 불안정합니다 뒤로가기나 가끔씩꺼지고 합니다  그리고 삼성협찬은 그만좀 받으세요 자전거뒤에 삼성로고 보기싫습니다   참 좋은정책인것 같습니다 하상애써주셔서 감사하며 더나은 따릉이가 되어주세요 응원할께요
1806,박현우,2016년 7월 28일,1,0,자전거를 빌리려고해도 대여시간이 아니라면서 빌려지지 않는다. 대여금지시간은 오후10시부터 오전7시까지인데 왜? 거기에 고객센터 상담원은 뭘 하는건지 전화연결도 받지 않으며 연결도중 끊어버리는 미친짓까지 해댄다. 개념이 있는지?
1807,집,2016년 7월 28일,1,0,"이 앱 쓰면서 따릉이 타고 다니십니까? 그냥 참고 쓰고있었는데 어제 지도상 블럭 안쪽에 있다고 표시된 반납지역가서 뺑뺑이 돌다 없어서 추가요금내고 집에오다가 리뷰를 써야겠다고 생각했습니다  1.대여 지역 지도 확대하면 갑자기 먹통되는 현상(확대가 아니더라도 화면 오른쪽에 하얀색 네모가 점점 다가와서 지도 가릴때도 있음)/ 2.QR코드 인식 안 됨, 갤럭시 s6 쓰고 처음 빌려봐서 QR코드로 하려는데 자전거 8대 전부 인식 안 됨(정기권 사용중)/ 3.QR코드 안 돼서 대여소 선택 대여로 하는데 멀쩡한 8대가 전부 대여중이라고 나옴 ...전체 리뷰"
1808,정국이네이모할머니,2016년 7월 28일,1,0,앱이 안열림ㅋ 아니 출근시간에 타려했는데 앱이 안열리니 답이없다. 시간널널한분 아니면 타지마세욬ㅋㅋ
1809,신창운,2016년 7월 27일,1,0,담당자가 직접 이용해 보세요 지금 20분째 로딩중입니다
1810,rachkm,2016년 7월 27일,5,32,열일하는 원순씨...♡ 이런 소소한 변화 정말 정말 좋아요! 뭔가 서울이 달라지고 있는거 같아서 좋습니다:) 따릉이 애용할게요! (대여소 조금 늘려줬으면 좋겠어요 속닥속닥)
1811,성헌규,2016년 7월 26일,1,0,1시간 단위로 반납해야 하니까 시간 맞추느라 신경쓰여서 타겠습니까?
1812,POL PO,2016년 7월 25일,1,0,.
1813,진유빈,2016년 7월 25일,2,0,캐시비 쓰는 고등학생 입니다 고등학생이라 결제 수단에 많은 제약이 있는데 후불 교통카드 지원은 티머니만 되어 결국 따릉이를 이용하지 못하고 걸어다닙니다 보통은 티머니와 캐시비를 많이 사용하니 캐시비도 결제 수단에 포함시켜주시면 따릉이 이용이 좀 더 간편해질 것 같습니다
1814,Sung-ho Kim,2016년 7월 23일,2,0,이렇게 세금 많이 들여서 좋은 시스템 만든건 참 좋은데 앱 들어가는데 오분 십분 씩 걸리면 누가 쓰고 싶겠어요?? 공지 뜨는것도 그렇고 뭐 하나 누르면 다음 화면 뜨는데 몇 분씩 걸리는건 너무 하지 않나요. 정말 화가 납니다.
1815,김상준,2016년 7월 20일,1,0,관리를 안한겁니까. 아님 개발비르류안준겁나까.. 개발수준보니 어이가없어서..
1816,이준형,2016년 7월 19일,4,1,사용도 간편하고 편도로 사용하고 반납한다는 시스템은 굉장히 좋은듯 합니다. 하지만 앱 실행시 좀 느린감이 있고 무인대여소인만큼 자전거가 어디에 있는지 가끔 찾을수가 없어서 상세위치를 알 수있게끔 하면 좋을듯 합니다.
1817,홍경표,2016년 7월 15일,1,58,홈페이지에서 회원가입하고 핸드폰 로그인 하니 되지를 않아 고객센터 전화 했더니 아이디 넣고 제비밀번호 알려 달라하내요. 개인정보를 알려달라고 하고 어이상실...그지같은 어플..0점주고 싶내요
1818,Terry Gilliam,2016년 7월 9일,4,2,잘 쓰고 있습니다. 그런데 교통카드와 연동하는 기능은 아직 미완성인가요? 교통카드 등록까진 되는데 그렇게 되면 자전거를 빌릴 수 없더군요. ^^;;;;
1819,정현진,2016년 7월 6일,1,0,휴대폰 어플로 결제하려니 몇번이고 오류나서 컴퓨터 인터넷으로 했더니 로그인을 못하네요 비밀번호를 문자로 준다더니 주지도 않고 시간만 버리고 돈도 버렸네요
1820,신지석,2016년 6월 29일,1,0,"강동,강남,중랑은 서울이아닌가요? 설치해주세요"
1821,조태경,2016년 6월 29일,1,1,시작하자마자 버전 체크 오류 ㅡㅡ;;
1822,박정원,2016년 6월 29일,5,3,"자전거를 빌리려면 보통 한시간에 3천원은 넘기 마련인데 여기는 천원이고 조금 헤멨지만 가입도 결제도 나름 쉽습니다. 콜센터에 전화해도 쉽게 알려줘요. 다만... 여러대를 한꺼번에 결제하거나, 시간제한을 못 늘린다는 게 아쉽네요. 제가 몰라서 그러는 건가요?"
1823,김윤지,2016년 6월 28일,1,0,다작성하고 확인누르면 몇번씩 계속오류떠서 열받게하네요
1824,이상혁,2016년 6월 16일,1,0,유저빌리티 최악... 결제해놓은거만 봐도...
1825,kwang hoon kim,2016년 6월 13일,2,1,구형폰은 로딩 더심하겠죠?? ㄷ ㄷ  서울시는 개발자 얼마를 주고 앱을 만드신겁니까....이렇게 느릴수가....
1826,김양진,2016년 6월 12일,1,0,최적화전혀안됨
1827,Seyeon Juhnn,2016년 6월 10일,2,1,1.가입하다가 폰 던져버릴뻔 했습니다 비번을 왜 그따위로 만들어야 하는 거죠.. ?  2. 이런 자전거대여 시스템을 여러 개 써봤는데 꼭 앱 기반으로 시스템을 만드셔야했나요? 접근성 극악인데요 3. 제 때 반납하라는 안내를 제대로 못받아 요금폭탄을 맞고 나니 두번은 못타겠네요.. 4. 앱기반으로 만드셨음 적어도 대여소 주변에 와이파이가 터져야 앱을 받든말든 하지않을까요.. 시청 바로옆서 서울와이파이 잡는데 죽어도 안 잡힙디다
1828,어얼쑤,2016년 6월 6일,5,0,가끔 서울오는 타지역 시민입니다. 따릉이는 한번 결제시 24시간 동안 언제든 다시 빌릴 수가 있어요. 그러니까 반납됐다고 씩씩 거리지 마세요. 자동 로그인은 확실히 불편해요. 그런데 비회원 왜 안되냐고 그러시는 분은 좀 답답하네요. 이거 반납 안하고 버려놓으면 어떻게 찾으라구요... 비회원이나 휴대폰 인증이나 어쨌든 인증은 해야 할테니 조금 감수하시죠... 솔직히 따릉이 다른 지역 시민으로서 부럽습니다. 조금 더 자부심 가지고 사용하세요. 시민으로서 지킬건 지키구요.
1829,윤원석,2016년 5월 30일,5,0,너무좋아요
1830,녕게으른,2016년 5월 30일,1,0,백신프로그램이 주의할 앱라고 경고 주세요. 주의할 앱 뜬거는 처음이네요! 서울시에서 나온 앱인데 퀄리티 너무 좋네요!!
1831,김민정,2016년 5월 29일,5,0,따릉이조아요~~~
1832,ᄅ,2016년 5월 28일,1,1,비회원으로 가입하게 만들면 어디가 덧나냐? 정말 최악임. 1점도 아깝다
1833,이정수,2016년 5월 22일,5,0,좋아요
1834,c호리호리,2016년 5월 22일,5,0,좋아요
1835,Jeong Sehee,2016년 5월 19일,1,0,진짜 별로입니다
1836,박병주,2016년 5월 14일,1,2,안전장치가 어딨나 살펴보고있는데 반납되었다고요?????
1837,내사랑백호찡,2016년 5월 1일,1,15,솔직히 너무 느려요. 안드로이드 5.0 다운? 다른 앱은 안그러는데 2015년 공지이후로 아무것도 나아진거 없이 계속 느리네요. 공지가 너무 핑계같구요 속도 개선 해주세요
1838,조윤희,2016년 4월 27일,1,23,"따릉이 앱 개선이 필요해보입니다. 일단 엄청느리고, 전 어제 이걸로 결제해서 이용하려고 하다가 4번이나 오류가 걸려서 핸드폰결제가안되서 관두고 자전거타는거 포기했네요.. 여의나루역건너편에있는곳이었는데, 그 옆에도 하나 생기더라구요 여의도중학교인가.. 많은사람들이 이용할수있도록 자전거 설치를 늘리는것도 중요하지만 일단  앱을 사용하는데 오류가 적도록 하는것도 중요할듯합니다."
1839,Jager,2016년 4월 26일,5,23,노트4인데 후기글 보고 고민하다가.. 앱만으로는 이해 안되는 부분이 많아PC 웹으로 보고나니 좀 이해가 되서 잘 타고 있습니다. 댓글 관리 좀 하고 첫 사용자에게 재방문율을 높일 수 있는 방법을 생각 해주시길 바랍니다. 서울시에서 좋은 아이디어 냈는데 과정이 어려워서야 되겠습니까? ㅎㅎ 잘 만드셨어요!
1840,땅토끼TV,2016년 4월 25일,2,0,너무 몇군데만 몰려있네요ㅠ
1841,김윤희,2016년 4월 23일,1,5,사용방법도 어렵더니... 10분걸려 빌려서 2번타구 또 쓸랐더니 로딩중 10분째...멀또 깔라해서 깔았는데도 안됨... 결국 포기 걷는중 자전거도로도 거의없어서 갓길로 가다 버스에 껴죽을뻔 사용료가 저~~~렴한 이유가 있는듯
1842,하경수,2016년 4월 17일,1,0,결재를 5분동안하다가 결국안되서..어플지움
1843,HyunJin KIM,2016년 4월 15일,3,1,서비스 자체는 좋은데 로딩이 너무 길어요 길면 10분 이상 로딩만 하고 있어요
1844,KYUNG JIN Kim,2016년 4월 11일,4,2,대중교통과 연계해서 사용하려고 여러가지 이동수단을 고려했는데 이게 있어서 정말 다행이네요. 다 좋은데 앱에서 한번 로그인하면 계속 유지됐으면 합니다. ^^
1845,디케이,2016년 4월 10일,1,0,그냥 안쓰는게 답이네요 정말 불편하게 만들어 놨네요 ㅎㅎ
1846,ChangIn Choi,2016년 4월 9일,1,0,인간적으로 설치는되야될텐데
1847,Google 사용자,2016년 4월 6일,1,0,아니 설명을 제대로 해주던가 왜 이래요?
1848,임현수,2016년 4월 6일,1,0,낮은데는 이유가있다
1849,lauren jung,2016년 4월 2일,1,1,이게 무슨 인터넷뱅킹도아니고 비번 아이디 설정이 어렵나요??????
1850,Joshua Kang,2016년 3월 29일,1,2,앱 개발경험이 있지만 왠만해선 이렇게 느리게 만들기도 쉽지않을텐데..ㅋ특별한 코딩을 사용했나봐요.
1851,원성백,2016년 3월 29일,2,5,엄청나게번거롭고불편하군요.자주가는대여소바로클릭.이런기능도없고.무조건매번로그인해야하는말도안되는불편함도이루말할데없고..아주그냥괴로워하면서매번쓰게하네요..
1852,winter moon,2016년 3월 28일,1,15,"초기 로딩이 조낸 속터질정도로 느림.. 그리고 자동 로긴도 안됨..자꾸 풀려서 계속 접속시마다 로긴새로 해줘야함.. 서울""시""에서 만든 앱이 뭐 이따구임??!?!!!"
1853,Minkyung Lee,2016년 3월 24일,4,5,1. 앱 로그인할때 공지 좀 안뜨게 해주세요 매번 들어갈땨마다 공지사항 3개를 꺼야하니 불편해요  2. 차도에서 자전거 탈 때 유의사항이라던가 기본적인 도심 내 자전거사용 관련 수칙 만들어서 공유해주세요. 인도에서 자전거타려니 행인들이 째려보고 도로에서는 차들이 빵빵대서 제대로 못 타겠어요ㅠㅡㅠ            3. 자전거 도로 제대로 갖춰져있는곳 좀 소개해주세요.  이상입니다. 꼭 확인하시구 개선 부탁드릴게요.💃💃💃
1854,김혜정,2016년 3월 22일,1,0,아이폰은 오픈 안하나요? 어플 조회조차 안되네요ㅠㅠ
1855,이은우,2016년 3월 16일,4,6,세시간정도 탔는데 서대문 신촌구간은 배치소가 없어서 돈아낄려고 힘들었음 배치소좀 늘려줘요... 시간을 늘려주던가... 가격은 올리지마시고요 아 그리고 잘썼습니다 좋네요
1856,Luke Q,2016년 3월 4일,1,10,자전거 대여하자마자 뭐 빼라고 했는데 못들어서 가만히 있었더니 반납 감사합니다 래 내천원이랑 시간 물어내라 서울시
